,ChEMBL_ID,smiles,pIC50,unwantedID
14,CHEMBL2031302,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC,9.744727494896694,['Michael-acceptor']
15,CHEMBL437879,COc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1OC,9.681936665037238,['Halogenated-ring']
16,CHEMBL4560430,Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-],9.657577319177792,"['Michael-acceptor', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Quaternary-nitrogen']"
17,CHEMBL4540138,Cn1c(C[N+](C)(C)C/C=C/C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)ccc1[N+](=O)[O-].[Br-],9.657577319177792,"['Michael-acceptor', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Quaternary-nitrogen']"
18,CHEMBL4439982,C[N+](C)(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Cc1ccc([N+](=O)[O-])cc1.[Br-],9.657577319177792,"['Michael-acceptor', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Quaternary-nitrogen']"
19,CHEMBL4527121,C[N+](C)(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Cc1ccccc1[N+](=O)[O-].[Br-],9.657577319177792,"['Michael-acceptor', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Quaternary-nitrogen']"
20,CHEMBL4473277,Cn1cc([N+](=O)[O-])nc1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-],9.657577319177792,"['Michael-acceptor', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Quaternary-nitrogen']"
21,CHEMBL4516232,Cn1ncc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-],9.657577319177792,"['Michael-acceptor', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Quaternary-nitrogen']"
22,CHEMBL52913,C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,9.602059991327964,['Michael-acceptor']
23,CHEMBL328955,Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,9.602059991327964,['Aniline']
24,CHEMBL3360608,C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.585026652029182,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
25,CHEMBL3929484,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,9.568636235841012,"['Aliphatic-long-chain', 'Hydroxamic-acid', 'Oxygen-nitrogen-single-bond']"
26,CHEMBL152905,Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,9.568636235841012,['Aniline']
27,CHEMBL128468,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.55284196865778,['Aliphatic-long-chain']
28,CHEMBL203644,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.522878745280336,['Triple-bond']
29,CHEMBL3357644,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCOCC1,9.522878745280336,['Michael-acceptor']
30,CHEMBL3544983,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,9.522878745280336,['Halogenated-ring']
31,CHEMBL4290812,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,9.522878745280336,['Michael-acceptor']
32,CHEMBL3360603,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],9.508638306165729,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
33,CHEMBL3360606,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],9.494850021680094,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
34,CHEMBL91980,Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1,9.455931955649724,"['Aniline', 'Iodine']"
35,CHEMBL163369,OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.455931955649724,['Aliphatic-long-chain']
36,CHEMBL3895468,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12COCC1C2,9.431798275933003,['Michael-acceptor']
37,CHEMBL2029434,C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,9.42021640338319,['Michael-acceptor']
38,CHEMBL4112924,CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,9.397940008672036,['Michael-acceptor']
39,CHEMBL51741,C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,9.397940008672036,['Michael-acceptor']
40,CHEMBL4282543,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCN(C)CC1,9.397940008672036,['Michael-acceptor']
41,CHEMBL2029429,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1,9.387216143280265,['Michael-acceptor']
42,CHEMBL31815,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,9.3767507096021,['Michael-acceptor']
43,CHEMBL2029428,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,9.366531544420411,['Michael-acceptor']
44,CHEMBL304271,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,9.346787486224656,['Michael-acceptor']
45,CHEMBL443523,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,9.346787486224656,['Michael-acceptor']
46,CHEMBL3355875,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-],9.327902142064282,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
47,CHEMBL539822,Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,9.327902142064282,['Aniline']
48,CHEMBL3360609,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.327902142064282,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
49,CHEMBL54088,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,9.318758762624412,['Michael-acceptor']
50,CHEMBL2021576,O=C(O)[C@H]1O[C@@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.309803919971486,['Three-membered-heterocycle']
51,CHEMBL3355881,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.309803919971486,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
52,CHEMBL3360617,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],9.309803919971486,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
53,CHEMBL203599,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,9.30102999566398,['Triple-bond']
54,CHEMBL4071474,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,9.30102999566398,['Michael-acceptor']
55,CHEMBL2021575,O=C(O)[C@@H]1O[C@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.30102999566398,['Three-membered-heterocycle']
56,CHEMBL3355882,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.30102999566398,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
57,CHEMBL2347958,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,9.30102999566398,['Michael-acceptor']
58,CHEMBL126791,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,9.292429823902063,['Aliphatic-long-chain']
59,CHEMBL3901296,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]12COC[C@@H]1C2,9.292429823902063,['Michael-acceptor']
60,CHEMBL49986,C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.267606240177033,['Michael-acceptor']
61,CHEMBL3360611,C#Cc1cccc(Nc2ncnc3cc(OCCOCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.267606240177033,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
62,CHEMBL3355880,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.2518119729938,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
63,CHEMBL3360610,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.244125144327509,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
64,CHEMBL2029435,C=CC(=O)Nc1cccc(N2C(=O)N(C3CC3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,9.236572006437065,['Michael-acceptor']
65,CHEMBL4454516,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N1CCC(C(N)=O)CC1,9.231213953091986,['Michael-acceptor']
66,CHEMBL4562352,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1cccnc1,9.221848749616356,['Phenol-ester']
67,CHEMBL4105621,C=CC(=O)Nc1cc(Cl)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,9.221848749616356,['Michael-acceptor']
68,CHEMBL4282954,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1,9.221848749616356,['Michael-acceptor']
69,CHEMBL378144,C#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.221848749616356,['Triple-bond']
70,CHEMBL1204262,CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC.Cl,9.193820026016112,['Iodine']
71,CHEMBL3360607,C#Cc1cccc(Nc2ncnc3cc(OCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.187086643357144,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
72,CHEMBL3920583,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,9.187086643357144,"['Aliphatic-long-chain', 'Hydroxamic-acid', 'Oxygen-nitrogen-single-bond']"
73,CHEMBL3355878,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-],9.18045606445813,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
74,CHEMBL3357636,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1,9.173925197299171,['Michael-acceptor']
75,CHEMBL2437462,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,9.169411331314857,['Michael-acceptor']
76,CHEMBL4473875,CCOCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,9.161150909262744,"['Aliphatic-long-chain', 'Michael-acceptor']"
77,CHEMBL92937,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,9.161150909262744,['Aniline']
78,CHEMBL280757,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,9.161150909262744,['Michael-acceptor']
79,CHEMBL3957055,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,9.161150909262744,"['Aliphatic-long-chain', 'Hydroxamic-acid', 'Oxygen-nitrogen-single-bond']"
80,CHEMBL4279016,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,9.154901959985745,['Michael-acceptor']
81,CHEMBL3909201,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,9.154901959985745,"['Halogenated-ring', 'Michael-acceptor']"
82,CHEMBL4287401,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCOCC1,9.154901959985745,['Michael-acceptor']
83,CHEMBL4293145,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1,9.154901959985745,['Michael-acceptor']
84,CHEMBL4294211,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCOCC2)CC1,9.154901959985745,['Michael-acceptor']
85,CHEMBL4284071,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3)ncc2Cl)c1,9.148741651280924,['Michael-acceptor']
86,CHEMBL54091,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,9.142667503568733,['Michael-acceptor']
87,CHEMBL339416,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,9.130768280269024,"['Aliphatic-long-chain', 'Quaternary-nitrogen']"
88,CHEMBL28418,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,9.1249387366083,['Michael-acceptor']
89,CHEMBL31373,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,9.1249387366083,['Michael-acceptor']
90,CHEMBL4474073,COCCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,9.119186407719209,"['Aliphatic-long-chain', 'Michael-acceptor']"
91,CHEMBL3360602,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],9.113509274827518,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
92,CHEMBL53555,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.113509274827518,['Michael-acceptor']
93,CHEMBL53300,Nc1ccc2ncncc2c1,9.102372908709558,['Aniline']
94,CHEMBL1243345,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCF,9.096910013008056,['Michael-acceptor']
95,CHEMBL4087740,C=CC(=O)Nc1cc(F)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,9.096910013008056,['Michael-acceptor']
96,CHEMBL3360620,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],9.086186147616283,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
97,CHEMBL3355874,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-],9.050609993355089,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond']"
98,CHEMBL96065,COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,9.050609993355089,['Iodine']
99,CHEMBL3946096,C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(=O)NC,9.045757490560677,"['Halogenated-ring', 'Michael-acceptor']"
100,CHEMBL3233785,O=C(/C=C/CN1CC2CCC1C(=O)C2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,9.045757490560677,['Michael-acceptor']
101,CHEMBL205059,O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.045757490560677,['Triple-bond']
102,CHEMBL3622664,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC1CC1,9.045757490560677,['Michael-acceptor']
103,CHEMBL53690,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,9.040958607678906,['Michael-acceptor']
104,CHEMBL4577883,COC[C@@H](C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,9.0268721464003,['Michael-acceptor']
105,CHEMBL189779,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,9.0268721464003,"['Iodine', 'Michael-acceptor']"
106,CHEMBL31816,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,9.022276394711152,['Michael-acceptor']
107,CHEMBL31570,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC,9.013228265733757,"['Aliphatic-long-chain', 'Michael-acceptor']"
108,CHEMBL4126630,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)c1,9.0,['Michael-acceptor']
109,CHEMBL3655336,O=C(/C=C/CN1CCCOCC1)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.0,['Michael-acceptor']
110,CHEMBL3655338,CC(C)(CN1CCOCC1)NC/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.0,['Michael-acceptor']
111,CHEMBL153573,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,9.0,['Aniline']
112,CHEMBL165574,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,9.0,['Aliphatic-long-chain']
113,CHEMBL3741490,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,9.0,"['Aliphatic-long-chain', 'Triple-bond']"
114,CHEMBL4090601,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,9.0,['Michael-acceptor']
115,CHEMBL4095447,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc4ccccc34)c3c(N)ncnc32)C1,9.0,['Michael-acceptor']
116,CHEMBL3655350,CC(C)C(C)C/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4cc(O)cc(Cl)c4)c23)C1,9.0,['Michael-acceptor']
117,CHEMBL3655347,CC(C)N(C)C/C=C/C(=O)N1CCc2c(oc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.0,['Michael-acceptor']
118,CHEMBL3655342,CN(C)C(=O)N1CCN(C/C=C/C(=O)N2CCc3c(sc4ncnc(Nc5ccc(F)c(Cl)c5)c34)C2)CC1,9.0,['Michael-acceptor']
119,CHEMBL3655341,COCCN(C/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1)CCOC,9.0,['Michael-acceptor']
120,CHEMBL3655340,CN1CCC[C@H]1/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,9.0,['Michael-acceptor']
121,CHEMBL4575583,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3nc(SC)n(C)c3-c3ccc(F)cc3)ccn2)c1,9.0,['Michael-acceptor']
122,CHEMBL4448162,COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2cc1OCCCN1CCOCC1,9.0,['Aliphatic-long-chain']
123,CHEMBL1204305,COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC.Cl,8.978810700930062,['Iodine']
124,CHEMBL2437469,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.97061622231479,['Michael-acceptor']
125,CHEMBL3355879,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCn4ccnc4[N+](=O)[O-])cc23)c1,8.96657624451305,"['Aliphatic-long-chain', 'Nitro-group', 'Oxygen-nitrogen-single-bond', 'Triple-bond']"
126,CHEMBL296168,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.958607314841775,['Michael-acceptor']
127,CHEMBL3655337,O=C(/C=C/CN1C2CCC1CC2)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1,8.958607314841775,['Michael-acceptor']
128,CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,8.958607314841775,['Michael-acceptor']
129,CHEMBL437890,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,8.958607314841775,['Triple-bond']
130,CHEMBL3970231,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)CC1,8.958607314841775,"['Halogenated-ring', 'Michael-acceptor']"
131,CHEMBL3663926,C=CC(=O)Nc1cccc(Oc2cnc(C(N)=O)c(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,8.958607314841775,['Michael-acceptor']
132,CHEMBL3663925,C=CC(=O)N1CCC(c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(C)c3)c(C(N)=O)nc2CC)CC1,8.958607314841775,['Michael-acceptor']
133,CHEMBL2032376,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.935542010773082,['Michael-acceptor']
134,CHEMBL53665,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,8.920818753952375,['Michael-acceptor']
135,CHEMBL3663936,C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(C)c3)c(C(N)=O)nc2CC)C1,8.920818753952375,['Michael-acceptor']
136,CHEMBL166358,CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.920818753952375,['Aliphatic-long-chain']
137,CHEMBL3622632,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(NC(=O)/C=C/CN(C)C)cc23)c1,8.920818753952375,"['Aliphatic-long-chain', 'Michael-acceptor', 'Triple-bond']"
138,CHEMBL127058,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.920818753952375,['Aliphatic-long-chain']
139,CHEMBL4288246,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN1CCOCC1,8.920818753952375,['Michael-acceptor']
140,CHEMBL4091276,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)C(C)C5)cc4OC)nc32)c1,8.920818753952375,['Michael-acceptor']
141,CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,8.920818753952375,['Michael-acceptor']
142,CHEMBL3622639,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,8.920818753952375,"['Aliphatic-long-chain', 'Michael-acceptor']"
143,CHEMBL3663927,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(N4CCN(C)CC4)c3)c(C(N)=O)nc2CC)c1,8.920818753952375,['Michael-acceptor']
144,CHEMBL3622645,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,8.920818753952375,"['Michael-acceptor', 'Triple-bond']"
145,CHEMBL3663923,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c(C(N)=O)nc2CC)c1C,8.920818753952375,['Michael-acceptor']
